PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
29116314,1806-9460,2017,Sao Paulo medical journal = Revista paulista de medicina,Sao Paulo Med J,Brazil,0.929,0.866,0.949,What do Cochrane systematic reviews say about interventions for vitamin D supplementation?,Brazil,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Review Literature as Topic, Humans, (Fractures, Bone/prevention & control), (Vitamin D/administration & dosage), (Vitamin D Deficiency/complications/prevention & control), Dietary Supplements, Evidence-Based Medicine, (Vitamins/administration & dosage)",7,3,42.86,Yes,No
29116313,1806-9460,2017,Sao Paulo medical journal = Revista paulista de medicina,Sao Paulo Med J,Brazil,0.929,0.866,0.949,Solitary pancreatic metastasis from breast cancer: case report and review of literature.,Brazil,,-,-,,,-,9,1,11.11,Yes,No
29116311,1806-9460,2017,Sao Paulo medical journal = Revista paulista de medicina,Sao Paulo Med J,Brazil,0.929,0.866,0.949,Cardiovascular emergencies in primary care: an observational retrospective study of a large-scale telecardiology service.,Brazil,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Emergencies, Telemedicine, Male, (Cardiovascular Diseases/diagnosis), Adolescent, Middle Aged, Humans, Electrocardiography, (Primary Health Care/statistics & numerical data), Adult, Female, Young Adult, Aged, Retrospective Studies",8,1,12.50,No,No
29116303,1806-9460,2017,Sao Paulo medical journal = Revista paulista de medicina,Sao Paulo Med J,Brazil,0.929,0.866,0.949,Non-invasive brain stimulation and computational models in post-stroke aphasic patients: single session of transcranial magnetic stimulation and transcranial direct current stimulation. A randomized clinical trial.,Brazil,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Male, Aged, Prospective Studies, (Aphasia/etiology/rehabilitation), Middle Aged, Transcranial Direct Current Stimulation, Humans, Transcranial Magnetic Stimulation, (Stroke/complications), (Stroke Rehabilitation/methods), Adult, Female, Young Adult, Treatment Outcome, Double-Blind Method",12,3,25.00,No,No
29084537,1475-9276,2017,International journal for equity in health,Int J Equity Health,England,1.738,1.530,2.400,Social and environmental determinants of child health in Mongolia across years of rapid economic growth: 2000-2010.,,1,-,"Health equity, Multiple indicator cluster surveys (MICS), Mongolia, Immunisation coverage, Socioeconomic status, Maternal education, Child nutrition","Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",-,5,1,20.00,No,No
29084226,1935-2735,2017,PLoS neglected tropical diseases,PLoS Negl Trop Dis,United States,3.834,3.225,4.253,How familiar are our doctors towards Rabies prophylaxis- A study from coastal south India.,India,0,-,-,Infectious Diseases; Parasitology; Tropical Medicine,Infectious Diseases; Parasitology; Tropical Medicine,"(Rabies/prevention & control/psychology), Animals, Surveys and Questionnaires, Post-Exposure Prophylaxis, India, Humans, Health Knowledge, Attitudes, Practice, Rabies virus, Young Adult, Adult, Female, Middle Aged, Male, (Physicians/psychology)",10,2,20.00,No,No
29079235,1542-2224,2017,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Outcomes of Locking-Plate Fixation for Hindfoot Fusion Procedures in 15 Patients.,United States,0,-,"fixation techniques, talocrural joint, ankle arthrodesis, subtalar joint, hindfoot, construct rigidity",Orthopedics; Surgery,Orthopedics; Surgery,-,4,1,25.00,No,No
29073654,1175-8716,2017,The New Zealand medical journal,N. Z. Med. J.,New Zealand,,,,The outcomes of patients returned to general practitioner after being declined hip and knee replacement.,,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Arthroplasty, Replacement, Knee, (Public Sector/organization & administration/standards), Male, Arthroplasty, Replacement, Hip, (General Practice/organization & administration), Humans, Referral and Consultation, Female, Waiting Lists, Outcome Assessment (Health Care), New Zealand, Aged",4,1,25.00,Yes,No
29067826,1615-7109,2017,Journal of cutaneous medicine and surgery,J Cutan Med Surg,United States,,,,Yellow Nail Syndrome Presenting With a Pericardial Effusion: A Case Report and Review of the Literature.,Canada,,-,"lymphedema, pleural effusion, yellow nail syndrome, dystrophic nails, pericardial effusion",,,-,2,1,50.00,Yes,No
29065020,1938-808X,2017,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Personalized Video Feedback and Repeated Task Practice Improve Laparoscopic Knot-Tying Skills: Two Controlled Trials.,"(Chile, United States)",,-,-,,,"Workload, Practice (Psychology), (Laparoscopy/education), Clinical Competence, (General Surgery/education), Humans, Video Recording, Formative Feedback, (Suture Techniques/education)",6,1,16.67,No,No
29059263,2168-6211,2017,JAMA pediatrics,JAMA Pediatr,United States,10.251,9.955,10.481,Effect of Financial Incentives on Glucose Monitoring Adherence and Glycemic Control Among Adolescents and Young Adults With Type 1 Diabetes: A Randomized Clinical Trial.,United States,1,-,-,Pediatrics,Pediatrics,"Motivation, Male, Single-Blind Method, Adolescent, (Blood Glucose/analysis), Socioeconomic Factors, Humans, (Diabetes Mellitus, Type 1/blood/psychology/therapy), Young Adult, (Blood Glucose Self-Monitoring/economics/methods/psychology), Female, Reward, (Glycated Hemoglobin A/metabolism)",12,1,8.33,No,No
29053546,1533-0311,2017,The American Journal of dermatopathology,Am J Dermatopathol,United States,1.095,0.918,1.254,Histopathology of Calciphylaxis: Cohort Study With Clinical Correlations.,,2,-,-,Dermatology,Dermatology,-,5,1,20.00,No,No
29046710,1749-7922,2017,World journal of emergency surgery : WJES,World J Emerg Surg,England,2.282,2.076,2.200,Pediatric falls from windows and balconies: incidents and risk factors as reported by newspapers in the United Arab Emirates.,United Arab Emirates,0,-,"Falls from windows, UAE, Balconies, Children",Emergency Medicine; Surgery,Emergency Medicine; Surgery,-,5,3,60.00,No,No
29038724,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,Idiopathic granulomatous mastitis: dilemmas in diagnosis and treatment.,Iran,,-,"Granulomatous, Mastitis, Therapy, Breast, Diagnosis",,,-,5,1,20.00,No,No
29038723,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,"Survey of awareness of diabetes mellitus among the Arar population, Northern Border Region of Saudi Arabia.",Saudi Arabia,,-,"Arar City, Northern Saudi Arabia, Knowledge, Awareness, Diabetes",,,-,10,7,70.00,No,No
29038722,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,A comparison of body image concern in candidates for rhinoplasty and therapeutic surgery.,Iran,,-,"Therapeutic Surgery, Rhinoplasty, Body Image Concern",,,-,4,1,25.00,No,No
29038720,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,"Epidemiology of senile prostatic enlargement among elderly men in Arar, Kingdom of Saudi Arabia.",Saudi Arabia,,-,"Arar, Benign prostatic hyperplasia, Saudi Arabia, Senile prostatic enlargement, Prevalence",,,-,14,7,50.00,No,No
29038713,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,"Coexistence of lupus nephritis and sickle cell trait, an electron microscopic assessment of renal glomerular damage: Case report of a rare association.",Saudi Arabia,,-,"Lupus nephritis, Sickle cell trait, Febrile neutropenia, Systemic lupus erythematosus, Aplastic anemia",,,-,6,4,66.67,No,No
29038694,2008-5842,2017,Electronic physician,Electron Physician,Iran,,,,"Dietary habits, physical activity and diabetes perception among patients with type 2 diabetes mellitus in Tabuk City, Saudi Arabia.",Saudi Arabia,,-,"Type 2 diabetes, Breakfast skipping, Late dinner, Saudi Arabia",,,-,4,2,50.00,Yes,No
29035184,1552-5775,2017,The Permanente journal,Perm J,United States,,,,The Art of Healing through Narrative Medicine in Clinical Practice: A Reflection.,Pakistan,,-,-,,,-,4,1,25.00,Yes,No
29028517,1872-6844,2017,Epilepsy research,Epilepsy Res.,Netherlands,2.367,2.250,2.343,Effect of carbamazepine and oxcarbazepine on serum neuron-specific enolase in focal seizures: A randomized controlled trial.,India,0,-,"Focal seizure, Neuron-specific enolase, Oxcarbazepine, Carbamazepine",Neurosciences & Neurology,Clinical Neurology,-,6,1,16.67,No,No
29019726,1750-8460,2017,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Dilemmas in the management of venous thromboembolism in older patients.,,0,-,-,General & Internal Medicine,"Medicine, General & Internal",-,2,1,50.00,Yes,No
29019723,1750-8460,2017,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Accidental hanging injuries in children: recognition and management.,,0,-,-,General & Internal Medicine,"Medicine, General & Internal",-,3,1,33.33,No,No
29017332,1440-1665,2017,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,Australas Psychiatry,England,0.829,0.695,0.819,Shared decision making in mental health: the importance for current clinical practice.,Australia,,-,"discrete choice experiment, schizophrenia, shared decision making, antipsychotics, treatment",,,-,5,1,20.00,No,No
28978575,1757-790X,2017,BMJ case reports,BMJ Case Rep,England,,,,Imaging of foreign bodies: a radiological conundrum.,United Kingdom,,-,"accidents, injuries, radiology, trauma, orthopaedics, orthopaedic and trauma surgery",,,-,3,1,33.33,Yes,No
28977089,1806-9282,2017,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,Pregnancy recurrence in adolescents in Southern Brazil.,Brazil,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Brazil, Sexual Behavior, Pregnancy in Adolescence, Adolescent, Longitudinal Studies, Socioeconomic Factors, Humans, Female, Pregnancy, Chi-Square Distribution, Prospective Studies, Risk Factors",6,2,33.33,No,No
28977088,1806-9282,2017,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,Risk factors and complications in type 2 diabetes outpatients.,Brazil,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Diabetes Mellitus, Type 2/complications), Healthy Lifestyle, Hospitals, University, Middle Aged, Socioeconomic Factors, Humans, Risk Factors, (Diabetes Complications/classification), Young Adult, Hypertension, Adult, Aged, Retrospective Studies",3,1,33.33,Yes,No
28971831,0975-5691,2018,Indian journal of medical ethics,Indian J Med Ethics,India,,,,Selfless giving in medicine: a study of altruistic attitudes among medical students.,India,,-,-,,,-,2,1,50.00,Yes,No
28971292,1534-6269,2017,Current oncology reports,Curr Oncol Rep,United States,2.608,2.608,2.722,Using Geriatric Assessment Strategies to Lead End-of-Life Care Discussions.,United States,0,-,"Comprehensive geriatric assessment, Palliative care, Geriatric, End-of-life, Advanced directives, Oncology",Oncology,Oncology,-,2,1,50.00,Yes,No
28969753,1681-7168,2017,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Rheumatoid Arthritis Masquerading as Fibromyalgia.,Pakistan,0,-,-,General & Internal Medicine,"Medicine, General & Internal",-,3,2,66.67,Yes,No
28969176,2249-782X,2017,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Prevalence and Severity of Depression in a Pakistani Population with at least One Major Chronic Disease.,Pakistan,0,-,"Hypertension, Asthma, Anaemia, Diabetes",General & Internal Medicine,"Medicine, General & Internal",-,8,8,100.00,Yes,Yes
28956988,0966-0461,2017,British journal of nursing (Mark Allen Publishing),Br J Nurs,England,,,,Recognition and nursing management of abusive head trauma in children.,,,-,"Abusive head trauma, Subdural haematoma, Safeguarding, Brain oedema, Chid abuse, Retinal haemorrhage",,,-,4,1,25.00,Yes,No
28955096,0030-9982,2017,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,"Knowledge about primary health care among medical students from public and private medical universities of Karachi, Pakistan.",,0,-," Primary Health Care, Medical students, Public and Private Universities, Karachi, Pakistan.
",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,4,2,50.00,Yes,No
28955074,0030-9982,2017,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Internal mammary artery flow in different racial groups of Pakistan.,,0,-,"CABG, Internal mammary artery, Post-operative complications, IMA flow.  ",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,5,1,20.00,No,No
28948128,2168-8184,2017,Cureus,Cureus,United States,,,,Raoultella Planticola: Bacteremia and Sepsis in a Patient with Cirrhosis.,United States,,-,"alcohol, raoultella planticola, sepsis, cirrhosis, bacteremia, spontaneous bacterial peritonitis",,,-,3,2,66.67,Yes,No
28944709,1473-0766,2018,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,Gynecol. Endocrinol.,England,1.585,1.386,1.473,The cardiometabolic effect of current management of polycystic ovary syndrome: strategies of prevention and treatment.,Croatia,0,-,"treatment, insulin sensitizers, life style, PCOS, cholesterol, anti-androgens, oral contraceptive pills, cardiovascular risk factors",Endocrinology & Metabolism; Obstetrics & Gynecology,Endocrinology & Metabolism; Obstetrics & Gynecology,-,4,1,25.00,No,No
28942057,1873-7757,2017,Child abuse & neglect,Child Abuse Negl,England,2.293,2.002,2.999,Psychosocial symptoms in very young children assessed for sexual abuse: A qualitative analysis from the ASAC study.,Netherlands,0,-,"Child sexual abuse, Diagnosing, Psychosocial symptoms",Family Studies; Psychology; Social Work,"Family Studies; Psychology, Social; Social Work",-,12,2,16.67,No,No
28936144,1658-3639,2017,International journal of health sciences,Int J Health Sci (Qassim),Saudi Arabia,,,,"Prevalence of generalized anxiety disorder and major depression in health-care givers of disabled patients in Majmaah and Shaqra cities, Kingdom of Saudi Arabia.",Saudi Arabia,0,-,"psychosocial, stress, Anxiety, somatic, health-care givers, depression",General & Internal Medicine,"Medicine, General & Internal",-,9,3,33.33,No,No
28936065,0976-3147,2017,Journal of neurosciences in rural practice,J Neurosci Rural Pract,India,,,,High Frequency of Depressive Symptoms among Adults with Epilepsy: Results from a Hospital-based Study.,India,,-,"psychiatric disorders, Comorbidity, epilepsy, mood disorders, psychiatry, depression",,,-,4,1,25.00,Yes,No
28936010,0048-5764,2017,Psychopharmacology bulletin,Psychopharmacol Bull,United States,,,,Dextromethorphan in Cough Syrup: The Poor Man's Psychosis.,United States,,-,"dextromethorphan, paranoia, psychosis, DXM, delusions, hallucinations, cold preparations, phencyclidine",,,-,5,2,40.00,No,No
